country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Luxembourg,LU,LUX,442,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,21,Total,Units,%,Estimated value,,,15 years old
Luxembourg,LU,LUX,442,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,10,Total,Units,%,Estimated value,,,15 years old
Luxembourg,LU,LUX,442,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,14,Total,Units,%,Estimated value,,,15 years old
Luxembourg,LU,LUX,442,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,14,Total,Units,%,Estimated value,,,15 years old
Luxembourg,LU,LUX,442,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,14,Total,Units,%,Estimated value,,,15 years old
Luxembourg,LU,LUX,442,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,14,Total,Units,%,Estimated value,,,15 years old
Luxembourg,LU,LUX,442,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,14,Total,Units,%,Estimated value,,,15 years old
Luxembourg,LU,LUX,442,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,14,Total,Units,%,Estimated value,,,15 years old
Luxembourg,LU,LUX,442,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,14,Total,Units,%,Estimated value,,,15 years old
Luxembourg,LU,LUX,442,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,14,Total,Units,%,Estimated value,,,15 years old
Luxembourg,LU,LUX,442,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,14,Total,Units,%,Estimated value,,,15 years old
Malawi,MW,MWI,454,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,74,Total,Units,%,Estimated value,,,15 years old
Malawi,MW,MWI,454,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,12,Total,Units,%,Estimated value,,,15 years old
Malawi,MW,MWI,454,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,7,Total,Units,%,Estimated value,,,15 years old
Malawi,MW,MWI,454,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,27,Total,Units,%,Estimated value,,,15 years old
Malaysia,MY,MYS,458,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2011,82,Total,Units,%,Estimated value,,,15 years old
Malaysia,MY,MYS,458,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,85,Total,Units,%,Estimated value,,,15 years old
Malaysia,MY,MYS,458,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,90,Total,Units,%,Estimated value,,,15 years old
Malaysia,MY,MYS,458,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,84,Total,Units,%,Estimated value,,,15 years old
Malaysia,MY,MYS,458,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,83,Total,Units,%,Estimated value,,,15 years old
Malaysia,MY,MYS,458,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,82,Total,Units,%,Estimated value,,,15 years old
Malaysia,MY,MYS,458,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,94,Total,Units,%,Estimated value,,,15 years old
Malaysia,MY,MYS,458,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,80,Total,Units,%,Estimated value,,,15 years old
Malaysia,MY,MYS,458,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,80,Total,Units,%,Estimated value,,,15 years old
Malaysia,MY,MYS,458,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,78,Total,Units,%,Estimated value,,,15 years old
Malaysia,MY,MYS,458,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,13,Total,Units,%,Estimated value,,,15 years old
Malaysia,MY,MYS,458,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,0,Total,Units,%,Estimated value,,,15 years old
Malaysia,MY,MYS,458,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,0,Total,Units,%,Estimated value,,,15 years old
Maldives,MV,MDV,462,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,66,Total,Units,%,Estimated value,,,15 years old
Maldives,MV,MDV,462,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,40,Total,Units,%,Estimated value,,,15 years old
Maldives,MV,MDV,462,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,50,Total,Units,%,Estimated value,,,15 years old
Maldives,MV,MDV,462,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,61,Total,Units,%,Estimated value,,,15 years old
Malta,MT,MLT,470,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,29,Total,Units,%,Estimated value,,,15 years old
Malta,MT,MLT,470,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,91,Total,Units,%,Estimated value,,,15 years old
Malta,MT,MLT,470,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,87,Total,Units,%,Estimated value,,,15 years old
Malta,MT,MLT,470,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,82,Total,Units,%,Estimated value,,,15 years old
Malta,MT,MLT,470,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,78,Total,Units,%,Estimated value,,,15 years old
Malta,MT,MLT,470,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,80,Total,Units,%,Estimated value,,,15 years old
Malta,MT,MLT,470,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,82,Total,Units,%,Estimated value,,,15 years old
Malta,MT,MLT,470,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,82,Total,Units,%,Estimated value,,,15 years old
Malta,MT,MLT,470,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,96,Total,Units,%,Estimated value,,,15 years old
Malta,MT,MLT,470,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,76,Total,Units,%,Estimated value,,,15 years old
Malta,MT,MLT,470,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,73,Total,Units,%,Estimated value,,,15 years old
Marshall Islands,MH,MHL,584,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2010,55,Total,Units,%,Estimated value,,,15 years old
Marshall Islands,MH,MHL,584,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,4,Total,Units,%,Estimated value,,,15 years old
Marshall Islands,MH,MHL,584,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,15,Total,Units,%,Estimated value,,,15 years old
Marshall Islands,MH,MHL,584,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,21,Total,Units,%,Estimated value,,,15 years old
Marshall Islands,MH,MHL,584,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,34,Total,Units,%,Estimated value,,,15 years old
Marshall Islands,MH,MHL,584,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,47,Total,Units,%,Estimated value,,,15 years old
Marshall Islands,MH,MHL,584,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,33,Total,Units,%,Estimated value,,,15 years old
Marshall Islands,MH,MHL,584,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,35,Total,Units,%,Estimated value,,,15 years old
Marshall Islands,MH,MHL,584,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,33,Total,Units,%,Estimated value,,,15 years old
Marshall Islands,MH,MHL,584,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,23,Total,Units,%,Estimated value,,,15 years old
Marshall Islands,MH,MHL,584,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,36,Total,Units,%,Estimated value,,,15 years old
Marshall Islands,MH,MHL,584,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,32,Total,Units,%,Estimated value,,,15 years old
Marshall Islands,MH,MHL,584,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,27,Total,Units,%,Estimated value,,,15 years old
Mauritania,MR,MRT,478,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,24,Total,Units,%,Estimated value,,,15 years old
Mauritania,MR,MRT,478,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,14,Total,Units,%,Estimated value,,,15 years old
Mauritius,MU,MUS,480,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,73,Total,Units,%,Estimated value,,,15 years old
Mauritius,MU,MUS,480,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,77,Total,Units,%,Estimated value,,,15 years old
Mauritius,MU,MUS,480,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,77,Total,Units,%,Estimated value,,,15 years old
Mauritius,MU,MUS,480,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,71,Total,Units,%,Estimated value,,,15 years old
Mauritius,MU,MUS,480,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,52,Total,Units,%,Estimated value,,,15 years old
Mauritius,MU,MUS,480,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,21,Total,Units,%,Estimated value,,,15 years old
Mauritius,MU,MUS,480,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,26,Total,Units,%,Estimated value,,,15 years old
Mexico,MX,MEX,484,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,82,Total,Units,%,Estimated value,,,15 years old
Mexico,MX,MEX,484,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,92,Total,Units,%,Estimated value,,,15 years old
Mexico,MX,MEX,484,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,99,Total,Units,%,Estimated value,,,15 years old
Mexico,MX,MEX,484,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,96,Total,Units,%,Estimated value,,,15 years old
Mexico,MX,MEX,484,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,99,Total,Units,%,Estimated value,,,15 years old
Mexico,MX,MEX,484,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,99,Total,Units,%,Estimated value,,,15 years old
Mexico,MX,MEX,484,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,97,Total,Units,%,Estimated value,,,15 years old
Mexico,MX,MEX,484,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,85,Total,Units,%,Estimated value,,,15 years old
Mexico,MX,MEX,484,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,5,Total,Units,%,Estimated value,,,15 years old
Mexico,MX,MEX,484,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,0.9,Total,Units,%,Estimated value,,,15 years old
Mexico,MX,MEX,484,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,80,Total,Units,%,Estimated value,,,15 years old
Mexico,MX,MEX,484,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,62,Total,Units,%,Estimated value,,,15 years old
"Micronesia, Federated States of",FM,FSM,583,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,62,Total,Units,%,Estimated value,,,15 years old
"Micronesia, Federated States of",FM,FSM,583,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,56,Total,Units,%,Estimated value,,,15 years old
"Micronesia, Federated States of",FM,FSM,583,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,56,Total,Units,%,Estimated value,,,15 years old
"Micronesia, Federated States of",FM,FSM,583,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,28,Total,Units,%,Estimated value,,,15 years old
"Micronesia, Federated States of",FM,FSM,583,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,32,Total,Units,%,Estimated value,,,15 years old
"Micronesia, Federated States of",FM,FSM,583,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,40,Total,Units,%,Estimated value,,,15 years old
"Micronesia, Federated States of",FM,FSM,583,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,48,Total,Units,%,Estimated value,,,15 years old
Montenegro,ME,MNE,499,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,19,Total,Units,%,Estimated value,,,15 years old
Mozambique,MZ,MOZ,508,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,32,Total,Units,%,Estimated value,,,15 years old
Mozambique,MZ,MOZ,508,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,57,Total,Units,%,Estimated value,,,15 years old
Myanmar,MM,MMR,104,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,0,Total,Units,%,Estimated value,,,15 years old
Myanmar,MM,MMR,104,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,44,Total,Units,%,Estimated value,,,15 years old
Myanmar,MM,MMR,104,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,77,Total,Units,%,Estimated value,,,15 years old
Netherlands,NL,NLD,528,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2010,52,Total,Units,%,Estimated value,,,15 years old
Netherlands,NL,NLD,528,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2011,56,Total,Units,%,Estimated value,,,15 years old
Netherlands,NL,NLD,528,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,58,Total,Units,%,Estimated value,,,15 years old
Netherlands,NL,NLD,528,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,59,Total,Units,%,Estimated value,,,15 years old
Netherlands,NL,NLD,528,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,61,Total,Units,%,Estimated value,,,15 years old
Netherlands,NL,NLD,528,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,61,Total,Units,%,Estimated value,,,15 years old
Netherlands,NL,NLD,528,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,53,Total,Units,%,Estimated value,,,15 years old
Netherlands,NL,NLD,528,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,46,Total,Units,%,Estimated value,,,15 years old
Netherlands,NL,NLD,528,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,45,Total,Units,%,Estimated value,,,15 years old
Netherlands,NL,NLD,528,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,53,Total,Units,%,Estimated value,,,15 years old
Netherlands,NL,NLD,528,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,63,Total,Units,%,Estimated value,,,15 years old
Netherlands,NL,NLD,528,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,66,Total,Units,%,Estimated value,,,15 years old
Netherlands,NL,NLD,528,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,64,Total,Units,%,Estimated value,,,15 years old
Netherlands,NL,NLD,528,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,60,Total,Units,%,Estimated value,,,15 years old
New Zealand,NZ,NZL,554,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2010,45,Total,Units,%,Estimated value,,,15 years old
New Zealand,NZ,NZL,554,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2011,44,Total,Units,%,Estimated value,,,15 years old
New Zealand,NZ,NZL,554,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,53,Total,Units,%,Estimated value,,,15 years old
New Zealand,NZ,NZL,554,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,56,Total,Units,%,Estimated value,,,15 years old
New Zealand,NZ,NZL,554,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,59,Total,Units,%,Estimated value,,,15 years old
New Zealand,NZ,NZL,554,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,59,Total,Units,%,Estimated value,,,15 years old
New Zealand,NZ,NZL,554,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,60,Total,Units,%,Estimated value,,,15 years old
New Zealand,NZ,NZL,554,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,56,Total,Units,%,Estimated value,,,15 years old
New Zealand,NZ,NZL,554,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,58,Total,Units,%,Estimated value,,,15 years old
New Zealand,NZ,NZL,554,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,66,Total,Units,%,Estimated value,,,15 years old
New Zealand,NZ,NZL,554,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,62,Total,Units,%,Estimated value,,,15 years old
New Zealand,NZ,NZL,554,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,51,Total,Units,%,Estimated value,,,15 years old
New Zealand,NZ,NZL,554,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,55,Total,Units,%,Estimated value,,,15 years old
New Zealand,NZ,NZL,554,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,66,Total,Units,%,Estimated value,,,15 years old
Nigeria,NG,NGA,566,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,27,Total,Units,%,Estimated value,,,15 years old
Niue,NU,NIU,570,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,76,Total,Units,%,Estimated value,,,15 years old
Niue,NU,NIU,570,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,100,Total,Units,%,Estimated value,,,15 years old
Niue,NU,NIU,570,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,100,Total,Units,%,Estimated value,,,15 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2010,32,Total,Units,%,Estimated value,,,15 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2011,46,Total,Units,%,Estimated value,,,15 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,30,Total,Units,%,Estimated value,,,15 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,32,Total,Units,%,Estimated value,,,15 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,43,Total,Units,%,Estimated value,,,15 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,28,Total,Units,%,Estimated value,,,15 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,43,Total,Units,%,Estimated value,,,15 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,39,Total,Units,%,Estimated value,,,15 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,41,Total,Units,%,Estimated value,,,15 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,41,Total,Units,%,Estimated value,,,15 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,29,Total,Units,%,Estimated value,,,15 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,20,Total,Units,%,Estimated value,,,15 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,47,Total,Units,%,Estimated value,,,15 years old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,40,Total,Units,%,Estimated value,,,15 years old
Norway,NO,NOR,578,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2010,58,Total,Units,%,Estimated value,,,15 years old
Norway,NO,NOR,578,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2011,73,Total,Units,%,Estimated value,,,15 years old
Norway,NO,NOR,578,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,72,Total,Units,%,Estimated value,,,15 years old
Norway,NO,NOR,578,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,74,Total,Units,%,Estimated value,,,15 years old
Norway,NO,NOR,578,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,80,Total,Units,%,Estimated value,,,15 years old
Norway,NO,NOR,578,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,82,Total,Units,%,Estimated value,,,15 years old
Norway,NO,NOR,578,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,83,Total,Units,%,Estimated value,,,15 years old
Norway,NO,NOR,578,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,85,Total,Units,%,Estimated value,,,15 years old
Norway,NO,NOR,578,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,86,Total,Units,%,Estimated value,,,15 years old
Norway,NO,NOR,578,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,91,Total,Units,%,Estimated value,,,15 years old
Norway,NO,NOR,578,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,90,Total,Units,%,Estimated value,,,15 years old
Norway,NO,NOR,578,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,91,Total,Units,%,Estimated value,,,15 years old
Norway,NO,NOR,578,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,91,Total,Units,%,Estimated value,,,15 years old
Norway,NO,NOR,578,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,94,Total,Units,%,Estimated value,,,15 years old
Palau,PW,PLW,585,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2010,9,Total,Units,%,Estimated value,,,15 years old
Palau,PW,PLW,585,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2011,4,Total,Units,%,Estimated value,,,15 years old
Palau,PW,PLW,585,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,11,Total,Units,%,Estimated value,,,15 years old
Palau,PW,PLW,585,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,23,Total,Units,%,Estimated value,,,15 years old
Palau,PW,PLW,585,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,26,Total,Units,%,Estimated value,,,15 years old
Palau,PW,PLW,585,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,24,Total,Units,%,Estimated value,,,15 years old
Palau,PW,PLW,585,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,31,Total,Units,%,Estimated value,,,15 years old
Palau,PW,PLW,585,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,36,Total,Units,%,Estimated value,,,15 years old
Palau,PW,PLW,585,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,47,Total,Units,%,Estimated value,,,15 years old
Palau,PW,PLW,585,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,67,Total,Units,%,Estimated value,,,15 years old
Palau,PW,PLW,585,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,21,Total,Units,%,Estimated value,,,15 years old
Palau,PW,PLW,585,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,40,Total,Units,%,Estimated value,,,15 years old
Palau,PW,PLW,585,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,25,Total,Units,%,Estimated value,,,15 years old
Panama,PA,PAN,591,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2010,66,Total,Units,%,Estimated value,,,15 years old
Panama,PA,PAN,591,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2011,80,Total,Units,%,Estimated value,,,15 years old
Panama,PA,PAN,591,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,78,Total,Units,%,Estimated value,,,15 years old
Panama,PA,PAN,591,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,75,Total,Units,%,Estimated value,,,15 years old
Panama,PA,PAN,591,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,80,Total,Units,%,Estimated value,,,15 years old
Panama,PA,PAN,591,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,58,Total,Units,%,Estimated value,,,15 years old
Panama,PA,PAN,591,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,77,Total,Units,%,Estimated value,,,15 years old
Panama,PA,PAN,591,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,71,Total,Units,%,Estimated value,,,15 years old
Panama,PA,PAN,591,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,68,Total,Units,%,Estimated value,,,15 years old
Panama,PA,PAN,591,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,73,Total,Units,%,Estimated value,,,15 years old
Panama,PA,PAN,591,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,44,Total,Units,%,Estimated value,,,15 years old
Panama,PA,PAN,591,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,47,Total,Units,%,Estimated value,,,15 years old
Panama,PA,PAN,591,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,66,Total,Units,%,Estimated value,,,15 years old
Panama,PA,PAN,591,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,66,Total,Units,%,Estimated value,,,15 years old
Paraguay,PY,PRY,600,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,77,Total,Units,%,Estimated value,,,15 years old
Paraguay,PY,PRY,600,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,78,Total,Units,%,Estimated value,,,15 years old
Paraguay,PY,PRY,600,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,72,Total,Units,%,Estimated value,,,15 years old
